r,s,z,r_bits
2670325147163893997898471201800655282442027171820580848887,184948311477939141664129876985293019422973036720666188778,99650234038568856241568451256566557332260638975556602141,191
874705309368460204435560543556973405174621170048885183699,1325403693305666754368387044340936908341480592796832892364,5572726492807962704766915443807940914234855777886308414450,190
2213436746334310829525567025000743413896887397163651604738,5112919038034996706848060798368388429279319353050062419397,1731269525077804061076616292057953537014091180386935054006,191
5555442249469157750700235281555630413654882736295947411140,4701392174403093916476709061653332253475397942275937128469,2550189740272649150784533886142684071329668567290917933903,192
2964990579159595170756520958020804693783452626090986732168,2111458283046314604396024219721376915913739437459388352201,2805740065291146730097339430053615641301304278070653889470,191
3318243871328146902662898058239468540744560460972634593124,3819050635549428006118635639471743885656648848424922308896,5230781785956043000012164916127146658317289547768026508677,192
940745234121474552190188630281403136422698351235735892083,6192683115058235517663651630288167312383301452812475899036,5615944662529294405373728886569064250086606386225134025126,190
4427774222646130488898625278275475473764089304917287223625,5643523426672126750992794372148118528770193488728969447101,2376334043725427081128593830155937180521711503291395076015,192
610996069309860532836040755001998543177643385924477892636,5352867756367763832885276895849287745281205578993549755667,1699893386395575124698214531272142242931556515911730517829,189
1614791656766914446332845978696834278949774237886064442885,1355758960381666585998295892863480112618861201446884657045,3008818224393931042765651508994371319258589359808672744972,191
5791175508062073166119372528945759819978022105353380683933,3991383058875663755112991825122328459156221786546072943256,4324899831249225035955552634492841962666962160165409326124,192
2455876703149617130844129998076709276042633039529994328797,4573755249620924576621659756884677735035516852468836329025,2800942616514078702931421062456551738717335336137291156216,191
4713054802617379236410040633212833145074111858965170249257,194440805255777528492981227509798359443716782322808936068,554206158147970322014878145607992410466506426971260859071,192
2478940618278229125230327929157162306484465659010749333176,6249966783896918015814462574845624428091200386915025991526,1770856286134636544235349085863629494650492088755867169934,191
3060378892417533721055392351394778916606136562846571261788,4093213954912654549132178934405706226493152626288060945343,6029356216028601710131227147046753259623342562840430646862,191
5747778797413276804340514120819984048324007390577492401896,2204678351037861631307636196717448361121128095717580122250,2943586258156015479831766935737791572596522472523780828986,192
330915907425988558717048007934826252516624662950903402171,3057167851325174586280825863278850097570014505646993682523,2198010431177075068803803119864496128305880087437382878283,188
927561476027738610603038034741135250268170301005294944052,5666972179938155753467295736966727197395784144998412381813,2327387266555633866707663526722364075676146906480657157675,190
2595781972988246610868774318013643866981787258712177283184,5001091333336681975611180255203259703196205027304059763113,4888079628226239854334679251778440718135880057804945874308,191
749356058245032037849702298510525951819345672260543619842,4392167952316808077445975723777262272981000860665448620730,2562265907661033076369908250810402169277701828868160285100,189
984803732591354664588654802442998085649833530642922626004,2390004175220936141662050569841519001735163991430782140037,2766633939187867462759067693744177526679868206451523497481,190
216976433231089897948055151563233006729265875636738720605,995194805165642064715708891389868097713969737229221696819,23447706904183639223218517166239283089965694481740046083,188
5627121008303034380166530774260232167385808622737134494337,2636628790394587872246418790141224128844739818604808407684,4520030746384234105939970555553639053828112737978780349075,192
2159614997803233880789857492207055788755466612700189684875,1515341617863806391917410270326154274400746594430579274679,5012482685425595303941593064050731824420219636013579180247,191
1136167642745890374864575917773094712196396980075172618206,2642766814811723021231758271302619235352667744015023999621,4039813874471235436617788270752557607001756348876445650323,190
174610022430422115196309007105970075557431963463261938245,43262938847867654581422303057032043661034991075526706726,3450192695630974102393656788693367196463858944659669479948,187
4329340844206844041608858305641361801496183335396264342136,931804327493374688934457938292108221719293456879416798828,537400503877235855330191389908925335600926712186846028788,192
5450773164371483300356463773690094084994139581930536924290,4462989787821689005334305891941762627970602644125798362299,1570586237062447919878199867746507720740898989932098496970,192
843855309969970831890839470032697055379290295916822943910,1448560917353076116177731384614170768115892966029957728347,5253888584669205876233030966275148166623960062546927257108,190
2780014244384754174405806458742454941083480240145488438981,1669782994278195577763266428245654309761931150607589547915,1057463074912948431417903287061683276736882542088583253865,191
810041699490824580243269377996729916320686928699685627393,82720906418215908250207214979752050800089972656666745837,5295005363187009337533653242852157646217904821462718425292,190
4081891941714155097811838955786121400398927734141533809080,3349956909453606017591721044930859189557652240081673807948,3427857344228411120259321339184791579291393000310912114220,192
2491636409621164571294035169618838001153838480077506917751,6146535456253074536929807749295702295406298652021331404498,1230762242494450322763279568055849677087111077934959393190,191
4291370424295874027359160597834678347720903637966517849001,2455539829971518204058640990199274745807725537227822395448,5919170982474023645236517958755447909816077888915042957284,192
1008959410876066219672570428891581206603607482112234636194,3980052029511900142325273229023067053794719868088981268035,6233378670833871660758873012709207602608345310032561860617,190
6053523142739518141226218180271453711544875369869149772769,3289389902044658577162632489804355125946415626124735129896,2781091557866009328700324435548485718722390739787106832300,192
5265049183411077241208431692418591435486040756561567798836,4124889624128076552591960785676316323303751112904651122351,645452992696235771979725278417443510863432618664474694904,192
3727523357208303186354014164075920107918673517877581039909,1952687727125912423099481265909542437328506964025710224973,1483922104013076386680455567574771888695574349449155596889,192
1781483296543053395743562124939969750869419523203118900968,4535668046130686826774039980555417440663591900333883586875,957303606876074270035309879751722641355853729311396072731,191
2655141888972431684207433610552798432541058271058149045147,5413846121450918457597091913400798872567680466052329795793,4354091674684076872791136469066735515234434664904501646527,191
1720967241629330450657592123871575961993876664971725092470,714551895814790604699525455832242720128847466595513598395,3530480691187606245284577628354236763450682565342509414619,191
5949708753540663852688521021991975987530650267006918921364,4663255558086040154221848229592390747882550546838120008626,2705758420287283578065493193831246735101894304291643109578,192
4917625638324898537709763593925248526860309279915047434776,4523149463222857931637745047833816043971189329525878949817,3772608612026673613857820144906913629312595193895296769711,192
6215306671215998283287235369921927649702484754120912159305,4217235899344748699691523965119596713816344552355048968357,868169485721780366892525827827380402739755193513093047130,192
5868734793756803372850554604622948124346935672364078879651,4073767938981020805774052915920800965017002976499008484650,2074748435366818434813672900336464831155836917080589404547,192
2965312950918251290506535891063300624515058606598095037025,4138484451184817793690254008290688339184964192821946082783,3462466345577824989028001248086602137719746158605756173089,191
685089196935804037845764863330379932411008502633131271621,1576218833538777785603639182174686894761514525390678725323,3925013165149278845033447114348931967439403809746052912230,189
806656652468197236466607889730956337488083794274418078991,6106014477846134800137290343538105772137561647802431865078,6197637893663462211157601006202435902019628917934224946643,190
2405955152777815449711589256950019356790479754653931083023,4805939574319131482448373645074227603467872465962502322849,4065479672680744702523677064155975738583765885559608565160,191
3627776023459164532850116299105181294645897572868352740310,5083200295858809063523590442992313993415726846851513642455,654260036660852873603633672621498930515577133105321127281,192
533017979833691940046142977167360176101233946572861745352,3471870875023570863088572137517563888183906079042453536518,505315843367456429449217092627286823901778475679724833764,189
4900936339318090645365649356339607913535839187321528727005,1270384741250400423967662466155212730736729486673864916656,3499349330330656252510084921220328642417661854146172996961,192
3015894549401556177604054787712485947682823737298439198269,831890087541506853109261340676513615955612940034607668943,1523005639063146772153215801883425313307679850240287216717,191
2404021028757261228818709230144058701615323084687162164278,5030723235503231025909249804269009662061834484591891198179,2891703181615176254173153413406634102233750459585001299090,191
1657273396999998647966413802129363352953682791464696071265,3533997589093215186810344054125401737745895675903320461625,2127759854841636598931555639799264144892388004856156252776,191
5942434437660879838312069718001109914456056180014904080246,311493230995754370053866704983797951603754683356117714446,2173235463455870190928078650082218206567655261949210041224,192
3948738426380144271557603392583862682979124813097904509101,5823206821356384021119467511001088519455527272162291624861,212813359603286035451956473866042815631981157618456121404,192
1900443896425227548427150398089316765259199150214235702961,5183462383430763023430196402863963285970114991717325529565,3176734543069373705091974214101699166426095635244851812955,191
5218057800235971521486572811741581292757430626118073180909,5961194872863203958220314622747408593563875523557839741021,452441692863547725496386515285638515639941357308204089316,192
2400972392304981306457667054477879917188523587326859407748,1015081450173961488384461056346396454124195659964144022386,1887887847684706725030876505758873894558780456260377703136,191
1008371399656711132928357035360876643178637667433215513100,3562053081992200151005096809702742441357380711089505481139,3413219689178937946662239361433403898620239793182440425414,190
6011097016823523372050030317431158001303480977059236864101,2257302215721360079796351339243564137877448391597941564448,613635855476676891266266783820711656065086386506222010687,192
3841258397577692618411752342181988275224611980614622687333,4883492389580869090430253435985684053922976834118016427105,5926067150778113504900098105896163371648779961852047699161,192
2293919772751450017359403416700639703028196901630548115498,2443982835511580306017415996777936646898606394624617775926,3669094425276815434414956887952457604243270191724450893758,191
4700291930463211140541759639801922671578923965667491822187,5922095036302055976860810618867638136402241199601884331733,1320153448789801674144949222614296332216269505547460993623,192
2442915559202150115773430728427463869306182576800911921728,1113205019309280996619992169113442219706982702485243609541,1043544955942710992037417868661349449991960882510351245945,191
2794272540153197914068978356007204523051300294940469110468,2843638505760464774756958536898712532433615304409367235389,6117396797378541206351399874061842544588159980790055998644,191
4650387465231250033563228622331563806639822886031937137931,3060875398302316436236416380646407919355241330894474908777,3187539015967288778204111741636087128421873101426240385353,192
4456115138614632448804908174693724117977580487659487130078,2586877656376542752912464894553044404270202198614631033233,4327052800814164450726254021504824971386968306647544103404,192
5063942763529108031114909125230354432709768222377256262832,708473574770255067281112575942258027362492343024933790252,681596087872762532337407903068396366312143046731706002038,192
5929378238186087005527289616354361888442047192749963843622,228990832997856728599855071451474375513325917038819228793,4827753138190107333040426646318697870831407686198461871492,192
1734332794849047122055793203717848837033483548081837726632,5437462595570508419842117853119544201047961573410932896986,5699646624368211997636975385485555826961439984521852422842,191
2254911803017022394061575635203940692201569360639547505730,4333354147036887292167907067054838318261561710510467541327,271177744197855812277150506035420174054647165660422828847,191
6024492360716149125910006384891072290175580926053715553032,1866949281135832432173527013036364077839878381739773806796,3819147138416920760657585808043482867687905668249482626732,192
2110797113317871309483116515450453934383533087584650172074,4811349415445124268463259498261609342354859030595957280560,4327520336070176507399060687360471792274468870058816616416,191
2354655618702883129726222807355512274972902601172741650841,2166509474865861283018561887564720664558951700361344017028,5258596537434277531483286554963238367892344750373027713928,191
4017895845525560483234134635915223220940282327338509421316,5720520284578435346974638429045827301116471845423852893989,2598829984227211122025873389826863887464807648525364086238,192
3352133917749837520160760155776025231404767436315304650250,5061718024872410287510280161819454160307780309075408800815,2789820090726136148718843618362826487010477860841104927446,192
3177011780255826090252735699854516979934679388022425620312,2489205727305095051160394066202278435969250686039956894345,6064729571166327848549554107807242296235696394353571561317,192
2953090854521055396817619818823587941468111631747669817503,5070228787340138340081347140939904412235358519223140661310,2019439125533733279842053342457326311362392654151454547620,191
3707154611409832524028029853793834091403669022786806060946,524476000780390990622237962382555715251655274747334943010,565447480695844232642135114696549131124824479385796195353,192
357899133066463366651627644402403424705533464074254460680,987576051000133461602273188162496300196880021072023588431,449580327728941917888955928105359402010492118082518838658,188
764910138990616914236143234775449956564489532352743505159,2073029570152722567521482570362575061859348783655053362141,3636859020217584944228701814171937247971111946513031396859,189
4292926511088750374053310195579754831488366580701137687525,4232066313301354487519053113866644112670790896509374838285,2497254632017557414539174450013058852716853559322409138753,192
3434599740821622896731121608095883302275211265206586610019,5268434015470165554520546024172705800461007648337793459882,2623708600172279903208148478802113552221010183287525531172,192
144442355811860250721133415647806965228533698368218869935,4917154664785610876808108767051083613574667148583275688610,822699058639351427039086854311197445154664863758212195889,187
2277909966540233996201631051900261413977313140313546064186,5730635467725097650889519569421489750182207462026995000245,2758705911837388233677950440918566697332580913140725081259,191
397861394089700368292536905449966416211126783976365230837,3765347289202553748847792999982605843043721946781075149306,6125431102645324956581516314351557050981776075559524792923,189
2230675832662897207335518894378291343177197149350791717237,4998840782395905342729005255606487541673771570407213870366,1372174191124025214329892866288403704777358766717746648572,191
1254522244279066336248526562191358078232160413232685968219,1321844221193660018814592448595548230103080593189675768906,1700790499364922490395146633755619301850938923875072157541,190
534187162554824255372515340605640983531899255105076076802,1975105960315423512716659889880052125052983255511019279977,2159038597228674094870174292107827166618827228942572866712,189
4342754919161984765006816748759779420662913582341940126180,4970784557210027785949794618859626796387858846450248716300,239759012604352059797997954541310552752897856744679441308,192
4796439492415443390462961332810300044344192195352222009905,2070335587572469409744088316399856209400839353947572825385,3042607154503540135308663975050484147739422618500741645379,192
2729517197199962959884731372523710845979867684812695675496,1307168186511863867856117469854786382018255043427081477836,4251085219418297287216435789000436283344285011268295514648,191
5907372729491615164851910108470212083270032927740222154600,2049376372653796461969066780698181817393008528451381899693,4969570208702332257817319831839692065960714573117911424166,192
1852422752686730479463561333828723372812367723971678407049,3780561609376538848415400844977134347945000880288859232746,1207830973535264412167133391263410213780866061146815394098,191
3916908688193908071904638002606102429326309174217298714283,1713314635735906976620834113801169471302358604416697831661,3747901460275236949844967766044580146629288169606756254053,192
1804513543583551764627832498619464523447250480245448716073,3451638064854278518284843028429284797847321407018163214734,5746563125440507298851117509638182015186584147042394049423,191
1433516570824855754241665939856090297690017502818782842177,4068266671995691711584997914892875349061071380101714041717,3854389130683684433866026885090760768010306502195111619455,190
374869608463406981112403553968881368546470523820377934119,2777721199604231905394374923604340836184613639404640317238,3679204517727743127526430177931214409738765501608029326678,188
2033740540552952198389451898460910698422604584483472382088,369812978834173095784776912362677483775798829551909954133,3460290089819310175110569424445485587959933319696117694477,191
3859177681655538344310503222259339263857964461730283077701,2781761265527929560617204332496168160636849486343352557528,1156922405151434918725605974018277088804829773106463178514,192
1583873105013073258521215143808619517076065476557501602610,4563480418202583441086964006835627296960127144932952286802,6148308965517696737000648533748287712718988161050776385366,191
6189077526567150302387045069116861248714635871519997381586,3532075631202835453373667742027759258792402798944982285226,5505289273498993408202871179305749621075635488909237860881,192
1577617497193313264317119384353628348338082823163297748218,5819992771782343878741025713771154735704139954057501544857,5669428876593642950835409490910822361238302182042872066476,191
284042326356807540796055444941286142023784337949815527393,5093547016048804651142532718967743426765060295617057282316,2337835796698548001913090832576283494057376482577252832101,188
4563337482939993929894596272760955170543014301357273347468,3082301061710939425456845167263350088693402616609668375165,5897763508056438518603877512315768439646321292433469664797,192
5531460200677256159256126606048263778049419887961029521587,2194548354699977161858064202395336090196758069109661760586,2611884674540381143718413827867437037628967705656947611306,192
2148782910137055457577408087786943921318890838012844064962,3754265306121399678177756277783859947094621674835277619758,1092672121305858716175192263865363469439088009239640574905,191
1309741995530823787289402285984436560843713040891579967546,466687061194732944342641207703723799293553654100301605074,1824545277514588665561260458256039711576413007172469412862,190
3878844141556730094439978477398380444021264971429410214606,4673438505145754461926467731832157082422402700449849867067,1626575862258524541963900478936392453511985462805951537840,192
1163027745634345259032382949924859749635482099020910374636,3373314730047642948135461384255788866603391487802735366182,4875251262659214895090572522002749408356446661054537733128,190
5238794882649533581171284035481920957036613056299201660775,3209438846370252302821764849753910541668913753964770951864,3010071167101311787386062078578667099020030751450650743316,192
4537199032451166041370375262463282370567342966812341319585,1485098560429141835142672147756116794819921625239947154597,1980210765979470384302631473139783118477144862555080117783,192
5922384303262339658875510375432763518965865263217806137976,1575514476948449023082953179436837816613779954833708649720,4085237219527500528866108416702420248585767406565565444935,192
6116247501098831314755362621864059190577145383442275525319,244750045937441811685392943061394674674464182157821490361,2919597692498369578533724541273056580769278940651429406723,192
1041951935748379170798394203878900300253114106179968778393,3272151134710977086109343111419642371929669690482988338113,2104098516715462074750589793340936618372046798504761950839,190
2494010346446285384563777717659762686671923007806950133035,1493859897873309616264080198882407600720808863727657378032,6219596691165557801821982605765731842168908015686429539059,191
1529019975330666046643971473977567922043282766547843214180,3801284523844819617115113785874574481591248617727379380916,21965413198233665957084162573067246660056719801218763372,190
312253766935789619369471189237028879122058047920599566385,4782070187694389823680337403789725388861150787748793716520,5887948194220356080255212883084193639652881773434192809631,188
67210430231289495400458317479142289513488475985086118104,2974060769304181969580381492053034018457654970160067019390,4636400106771298891168521448410261384281855004228710542658,186
2421734802039593453238097193651180753318780232052176311450,2672436390740178703337079049219700663281463476863129680969,5366294151883665025706106587235866129999010480746463167728,191
3524644866268658077322755123501703519045391484342622297028,1362972891404787279833443039084418152998329447221853980869,3860684586747940103065888163804317362996206918002738571830,192
4211570367018225155763635651002881930079837405362857861531,40794655176896400543977469779949675143381659900065761856,5880905304752528507740487744338776750631546898043676332598,192
4748583030736402631279198599473565831549841842482083295892,1306455292518758570504680452550841168980514096902346167088,5957291107142707944418438420453318810298771453176683888095,192
2168928976822786231433376227056953735361751524298662788674,4586710414618840364822520043546182659555198830302630017720,4090220197438314093728643758389812154327418462470327267622,191
3517904524560556084655269434948978452779195187771579094292,4453808569880314816712406486430437463748304513096137447172,1538936783156362446615980071867069332777580870175847545927,192
2527496754263786240655468493522229289367805202100819298893,2303766763728403155451853224703106755695204674279951229137,5689808884528840563418174827857489153795661530819449120914,191
1028921034467102605241565383998951129868525618002499238779,2542565573741727772111554965846380869558473899834866683152,4357223077328223587656995661761080039035391997650836668283,190
874659761554619776012674813638446188572807994633548681482,4744467212540391274210961806733973081014107496683669057321,275063871875762471006417452031245237240685412103147206570,190
6061122207667893931190726910902954134813546484882739149629,5343391748819310787801986317367296869704208699613191218010,5571757615719657276357388435644072801058985024856002235854,192
4689220126425059545243969957601030799526394153621715000997,3062412688393556657563701498330376283140387502429246642002,1383813409425231188713830391143402892526899063537887402622,192
6003249061969397416978297003727840337925666775810765204531,487304083859609045422698559376005604982544410187656077090,6241426603518769526895646154758882876096021699326585583797,192
1828958218993812895962013272942982328656478557163409261697,739230183141690373961051296917575636565754552585735315964,6136632896697901671995774382938876567849222254216051999062,191
4126878492777307194078822305912662057734807744835247138424,4115099183227045031479347696066751319216449318442972912093,3636236368543654684206167982293685128711045904617344911894,192
3626498888619106407108885550128560952238140868620662168404,2794711025588385313914508302951430375489866048973293299822,1802201080718344589519906281059018778524033877095789808489,192
1549971488700278786073733605637741194867421833614717575825,1717751395300390027985689794726580064724561727968870978376,2241374401298884858979952849555626692504329147534571927193,190
1104228965519027522215278148693015597045485629626878529128,2235777006278417883114223431127824261723501850180750121591,6268370336542615592342098521469663476181867147794423959260,190
2648477606105812793872419001616865582652348181578822885209,4197493459819193879981658598304326186793702199841719775412,4418544528626514535529501402975536924028915851782009768778,191
4350817870647616434256056599540306387442129416191221535295,5696027736440099304778766905287146665429137742669613377767,3959628638613658058278574859255799384424521212397460389122,192
4524540763989080690860352223750097020586118369876897774894,872960580789246278720986915301610565926040637320162118007,5529154982955936819781035441861920521172714709552748228347,192
1422773533577786824741248641395714757996021140576791124362,256290252951436416683685056170481368525613435298575724851,5891061189650208020073096798237323466059235863231333255870,190
5145892992895389724941277231374279525799418218737562045985,3983914848088526483218923186323343633411899454653663121606,4653131360041454462773105968482432514881001438926601640192,192
3208539166647566466646044573871372508989796767961784224209,4156168595988840571236075806099254069250046168037283347744,4515473868701011084263338894695259494272348587892690317410,192
2427597059146276952377910663788132664737006187555946749176,4384885358257650213338217965472443037654510933457319889262,2740606550311808019685435842514464702243179738987852081154,191
5495689713372394134662793783806263165360310819190526053222,677145194690784641312788671973471378451158815462340308534,3375801082446519933456067483114524504325483569192801306730,192
3617536837064744641805591202700938386175022738117089061032,1684187955555360337427434468327844353285086623756743530054,3257591159541375910297049855601395780498590947729613443576,192
482984499567009191511381728041678647725349996934796216578,3756049333591474899706382429855807404887122837503913479074,5164718527505144548597336780857520461938380040612691666150,189
3142917143295800428738191003504438559561245157344709142628,2222985996557733260706086154767423361277925637019273194215,3428034429567303369577183118873412104322722150482232751904,192
864653556521216466839178395911987937792577511546326670380,1479234263014761371308730753808980224963328836570252013143,5137859539223119211931862136681576847495637683234587934404,190
4639922540498698032465056504008340816701259949899773804046,839275186021687122967445299745538669389439156599650130562,4888968267620870980699203668668345934283978929224019688741,192
3044610178051889529859241386993946166366238671701017912009,3520021943834065823084760824604929732944923463345059841115,4217916666757950515629569734168924625241959566852242799767,191
313172187274206790394439529385859034990992527251104157888,2109836654990330664807141340751057498642462247158684062554,1758925175579288230957201012791685192864283935400910853053,188
5732472348365553909641196288859122343242703153694162320034,4384935666417564599367105946442128888491360690601831388220,2311179939876462689516384251299072158654222050474555244603,192
6121864827854322408879116009334459942287742986961403420373,158009560283545683412834138648716407112668493611524519753,2324750652814291695152721592869515094963563459336579842653,192
5937064571674595019230671263418819314082024164691491441917,1056859599843711618335312469713966965285886040612322082685,5237536880039822045477246963498200640326120424537445750399,192
5967388253537690879829032682453740655191415265586157393974,219537396376397934224583809516753791248141614989669004438,3404426372358405528795457471440464355110055060521380798940,192
684212896602091730833263627026739328533005135797919817790,581782761732937929304234930167264438824275183270350167805,793421811329126587747678528731804815329547733728613850920,189
2958690144247095624004666655248874814766062365116380226614,4054325494224212331165841261824137229733199326095067393310,34213975907266694752561078234070279336806233467019591386,191
4719772599935270986286969743640602292726635169680516125367,5673682898827786494757145777247693290868405997253258183576,5641713788712959401996792855706240932290700730643583644035,192
2416622029764746916021787115708565531445874959239103405852,3667188719490737431920093340636768309799652320797088208058,891242258986238368083926500201772703640809856125607737342,191
2019183672822814859294253940706010689551609785064921290711,1423931090105557519532506074737396473974878566390184860761,4877672607548906988942153335603322572606211345048250033008,191
920863538791590627314362647908892148907157306010559430821,29485546489866967280571671740159692692394807008750481846,101278217246698518468522035175659603869806374943097286723,190
1623096303268661312524114055171576005469501272298802287665,4110599181959099642359670420605552515757473325105776112196,4914321959877914370514109985887323228732588360626590856281,191
1720388233468723855314256695331750205696300112339933922393,2137475199130942325023430778821372626693471509804612018881,4126184062191194505030235791975082965885022612513453390394,191
3798571498799642108447477910870904161068977040566949304328,632041510527426303743332056682894431211028343075414635715,1171821343642837190850209464524189927729555365952064754152,192
643938903132848112293586755013606880824705942997262173818,1154901162089685274699385960653945900113873697465510605464,4669637867987922236029520304062927180816404385928855099788,189
238991827490260359079704282388209472246543121453249453541,6261143453040459489329231162191027589208362952700708261759,5809144162127750151514637800761129347376471385469392881874,188
2706076560600922116196025624823304555973925315825595944001,2932879888368054241479613870232602624158206162095626138812,5586474777206035137063545099658239116613396987488765673563,191
2979432687744365461130313368384326985621845791428042610802,5747210322921152516745672769290398974858211470087843922069,5548567813545792998106715011470396645816818799522177283066,191
3432181157834819992907502567472622489963871160100563456666,2906388620066273634210041799644936867874960765122742267133,1908116182724328929298191664088096796526248958296454958456,192
3368164268171563001740776596459255453519314148061006186599,1579113990395525282065202098483662757059638293604546652236,182197631696027655340138678359474607813897385152915929776,192
70554011954170427691416318606344576063952717829826253682,2093941616909184097635895689811927618040437001610284220787,2908838594418825097537477060948846321042065957632356199516,186
5061530521723570768177493367428397063102315425353357932125,1185551296605402771120297616495794837697240860411115179178,3694079064091203562429520560753317080452272116574832173036,192
2329045579875534485629847239894233121791182589720136480391,988673704745700765941187488753533937931920001343678377752,2964652014622641289252347074355488525018825334696882881702,191
4617013440147933924660186586817215739593313780375718142110,4692545342961277594723020062332959982838960339733418021990,3292878652174314712783105376078464554689106240332450276017,192
5033627000436490198195964336766825515249163331460794602769,2830331721432082911037121414934431435530146710811812188340,6184871310096947005941583457944468027670263408385944356493,192
3613580447141389811807415007281651273105441090717406612292,469647996885958377182071522443062205249964431210058857553,6093918697734336407372796463923053406930451239773008200161,192
4355174847088478638720842467784004048252593631275759556898,819218388023795167291398331910523247580753859168666400798,837172581581363836082158131843770174740123779356957377536,192
3792570726938970964529729636353653995032918123688285628324,4443838948608207896801830309746454108835723357779716409281,5085105328204302101845419055655825059042030954447654837444,192
4398770276189149460136175331624209860515350591144078028013,2677188815425781477774229515733849229951530207060118957353,4556702469840580519384388871127768660841464719974451261959,192
5701599892509179440536667756321004590046636119149840114428,1939608573170462988524755923112091877137280009362472661576,3294684997003000536760972224236826696583312471226269496434,192
5209091645485151801338441184261079203240307516571885617553,2833835559813058328717577051517695874907121293013999709209,4406777408017722206624918492337678315498602411598157983702,192
2916365774954584958337872703446502099518625058292012468179,5661237532129473923208672884531473103634796073374035578913,4501492374539810501147547500569022959376703419193688039242,191
5745160674872670825271487117543500300633990721815360527199,1176313929546862173800468381220593624488089733421296724319,1320036636995997420925939816239911663635121406682179585038,192
5002752891732496343857561594341407526850021410705626757992,122829561620468502038637749976048015132201522359306167310,113968535162093892253440225899232930972435236220425765621,192
2756187530381508226449962485065429407979763889672529678264,1279521673377696500978466059048046045768899104045710137027,6046605348953155396775879951970662728383026873754172715157,191
3889192575843505772959909466770327375055188170158230006494,1577576594190233192250206105727271933530631704952157691307,4387534095868202418702942184512656938407854462531297059870,192
4300792032382728736918545452562180409670257898580908368324,5901275360763112841127243182396087201540699012282060358217,1302287542617027918204907355906890829313070977492815594514,192
3043979501881484905892875605904126401477487214362791808176,2086014732015017270038260739605704261766961429979949890221,4475362550247834534233788427776665204152202903435052342682,191
5000922805137022950364452665510327315385695030808989804195,973395438298006191700316490548271178034637990410544260090,1705445373453521814011621036360321051894982001956102557143,192
3560832949656168725279291072357492940006928360976777627545,98198233099777651228674878884121848855300745739681903779,2291932415251504109330729068371694620902764705350470052009,192
898789141526493016470157718646263843834519470689347523810,2535807459741044652978802874403429783033290603797885114767,5281007479732016217691950809303909016744593902015420890510,190
3904021068577884808375035356665588195569280594963780957723,4913443722387041912552795573767171682948696116261034280775,4806959000025660297003846231713704694811201680847446543095,192
4535450896217495815622925046675652958732550846192947673115,5395183656463129332749245347594518127498020000192737485973,3407885938116734241320923632094765771749329741915051702412,192
2610001120014735906108625523628386629776201796566271948803,4723518377481267555392640445191469552984883385959988324972,34674767605420678547471913527288725187851620120877382970,191
2257355343447952509079145460241239140593648178255834275774,4160051118491649832876874409168505166481783825013865717224,2041084862576506103596348818673669376785193432736304366529,191
2139985026720649452821686950299055280411409309334284609191,640735450214286518919754712232763995079067439967992504026,4574799799105225770702217769970418530507122338578894820270,191
1636668544156335100592661756932296850105009081668045960822,850027387967136877172483043607337723080171895408643088405,4134129448750479058437750934971039539598584742334480444496,191
1340677824835426956236708020169654188761625453726303331832,4286956701830793948052973271463614693981122737791002223944,158039693278315688440524229109256123364012200986002202837,190
187405041841283026299206226051058798020808292993755344717,645142156212239567306396683683469020009189391445136614709,262311425845020408555497970385583618009094012306094402853,187
5032118604576648168216781071979873022058439728287732588748,192195286632032435754837078315481249383685985611683298881,1090096230425805096386357209814960524906853859451790600248,192
2316139804132890841247492325941403865719680522759738096161,1164442432852377263551188577740690167094654603786388834261,3121322390124345067532797290034466244136753449338071046320,191
509676183841481682701515791806410258020275099003216234849,1611380240628241627372412195673163032028757108813280274863,5680068805015934628400509231032030601448997987733245793789,189
5301669991805067170137380098045130122692037061268683836815,5762710954148935610759670173587221457295235564097886200758,1507879831861741331279910666251706024572401492352461118739,192
5401878458483215867961450215556627696601055221489995830683,1515425408055639030466985470515294038935568534764297948035,3314287806291145088760988386828156026929777463476543250356,192
6185372435307386281899019324955579611840318231089843420657,5902550517925052682060506652787654852834460952200872395492,1657315570463476524404138552765805392274273430106476630137,192
5718685869536823721747083661074524586127041733519946205580,4642149778584442585395240905124700569323594972453662381987,1543671660158711202407923686348802642866356034333034289610,192
2992727105218378621143008510108443498212360987465526226396,3292939796086819939472318143189371698334129473340459712708,386782443985598297865613288158537528669427655157208542811,191
208632375199134380119841104927482550857978515531586041439,896698372995844729031723261590051025935531272564444358340,3300708533685095815903293739570577334322251127628448579646,188
4061842213286363215255445986796303475059402789737207328762,5449789324029274677125478473551635693156748714134801847844,2132569030876622554523675199710715449071585491577927993440,192
1927365409243066612293289519349041467567005785736805640109,1148369996796251504951048158069400227622042552056846483477,2400604861160881701693398006759529943902189440247625093508,191
2507699827375453421948229542876323436312131251593448423173,1076261811771202155958554664885717993790296960239457106750,2078812481281988872269630019718595253812624580352648335470,191
382908155757392748048209715566689976870356098807079136619,2144988711546554805793773412336199570760669096106743630610,264668704750921766635927556256378599842193184739840120589,188
5702704525248295043099551284223546895111149428449710472548,4842889225413609995526889977255085704650594441637919828080,42003244094240836544232654966682948282944546391633666836,192
3789222578203891790526939998596622808417936556306922430846,600733998228572488228353523791744804226987533372974982759,5104260626578978315427697088302307607014307467623383668125,192
